nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
TEXAS INSTRS INC 	COM	882508104	9196	86700	SH	DFND	86700	0	0
TEXAS INSTRS INC 	COM	882508104	106	1000	SH	DFND	1000	0	0
TEXAS ROADHOUSE INC 	COM	882681109	174	2800	SH	DFND	2800	0	0
TEXAS ROADHOUSE INC 	COM	882681109	236	3800	SH	DFND	3800	0	0
TEXTAINER GROUP HOLDINGS LTD 	SHS	G8766E109	214	22179	SH	DFND	22179	0	0
THE CHARLES SCHWAB CORPORATI 	COM	808513105	512	11974	SH	DFND	11974	0	0
THE CHARLES SCHWAB CORPORATI 	COM	808513105	4319	101000	SH	DFND	101000	0	0
THE CHARLES SCHWAB CORPORATI 	COM	808513105	4276	100000	SH	DFND	100000	0	0
THE TRADE DESK INC	COM CL A	88339J105	4117	20798	SH	DFND	20798	0	0
THE TRADE DESK INC	COM CL A	88339J105	17994	90900	SH	DFND	90900	0	0
THE TRADE DESK INC	COM CL A	88339J105	23754	120000	SH	DFND	120000	0	0
THERMO FISHER SCIENTIFIC INC 	COM	883556102	12536	45800	SH	DFND	45800	0	0
THERMO FISHER SCIENTIFIC INC 	COM	883556102	5666	20700	SH	DFND	20700	0	0
THIRD PT REINS LTD 	COM	G8827U100	598	57620	SH	DFND	57620	0	0
THL CREDIT INC	COM	872438106	13	2044	SH	DFND	2044	0	0
THL CREDIT INC	COM	872438106	169	25700	SH	DFND	25700	0	0
THOMSON REUTERS CORP	COM NEW	884903709	2492	42100	SH	DFND	42100	0	0
THOR INDS INC 	COM	885160101	30	484	SH	DFND	484	0	0
THOR INDS INC 	COM	885160101	312	5000	SH	DFND	5000	0	0
THOR INDS INC 	COM	885160101	312	5000	SH	DFND	5000	0	0
TIFFANY & CO NEW 	COM	886547108	7336	69500	SH	DFND	69500	0	0
TIFFANY & CO NEW 	COM	886547108	50970	482900	SH	DFND	482900	0	0
TILLYS INC	CL A	886885102	637	57200	SH	DFND	57200	0	0
TILLYS INC	CL A	886885102	218	19600	SH	DFND	19600	0	0
TILRAY INC	COM CL 2	88688T100	3289	50200	SH	DFND	50200	0	0
TILRAY INC	COM CL 2	88688T100	2903	44300	SH	DFND	44300	0	0
TIMKEN CO 	COM	887389104	388	8900	SH	DFND	8900	0	0
TIMKEN CO 	COM	887389104	829	19000	SH	DFND	19000	0	0
TIMKENSTEEL CORP 	COM	887399103	29	2632	SH	DFND	2632	0	0
TIMKENSTEEL CORP 	COM	887399103	251	23100	SH	DFND	23100	0	0
TITAN INTL INC ILL 	COM	88830M102	62	10400	SH	DFND	10400	0	0
TITAN MACHY INC	COM	88830R101	1061	68200	SH	DFND	68200	0	0
TIVO CORP 	COM	88870P106	106	11352	SH	DFND	11352	0	0
TJX COS INC NEW 	COM	872540109	7389	138862	SH	DFND	138862	0	0
TJX COS INC NEW 	COM	872540109	4257	80000	SH	DFND	80000	0	0
TJX COS INC NEW 	COM	872540109	1064	20000	SH	DFND	20000	0	0
TOMPKINS FINANCIAL CORPORATI 	COM	890110109	616	8100	SH	DFND	8100	0	0
TOPBUILD CORP	COM	89055F103	4770	73595	SH	DFND	73595	0	0
TOPBUILD CORP	COM	89055F103	1206	18600	SH	DFND	18600	0	0
TOPBUILD CORP	COM	89055F103	130	2000	SH	DFND	2000	0	0
TORO CO 	COM	891092108	1714	24900	SH	DFND	24900	0	0
TORONTO DOMINION BK ONT 	COM NEW	891160509	8687	159900	SH	DFND	159900	0	0
TORONTO DOMINION BK ONT 	COM NEW	891160509	288	5300	SH	DFND	5300	0	0
TOTAL SYS SVCS INC 	COM	891906109	7164	75400	SH	DFND	75400	0	0
TOTAL SYS SVCS INC 	COM	891906109	3496	36800	SH	DFND	36800	0	0
TOWER INTL INC 	COM	891826109	12	547	SH	DFND	547	0	0
TOWER INTL INC 	COM	891826109	86	4100	SH	DFND	4100	0	0
TOWER INTL INC 	COM	891826109	269	12800	SH	DFND	12800	0	0
TOWER SEMICONDUCTOR LTD 	SHS NEW	M87915274	475	28700	SH	DFND	28700	0	0
TOWER SEMICONDUCTOR LTD 	SHS NEW	M87915274	1668	100700	SH	DFND	100700	0	0
TOYOTA MOTOR CORP	SP ADR REP2COM	892331307	1661	14076	SH	DFND	14076	0	0
TOYOTA MOTOR CORP	SP ADR REP2COM	892331307	4060	34400	SH	DFND	34400	0	0
TOYOTA MOTOR CORP	SP ADR REP2COM	892331307	11141	94400	SH	DFND	94400	0	0
TPI COMPOSITES INC	COM	87266J104	280	9800	SH	DFND	9800	0	0
TPI COMPOSITES INC	COM	87266J104	83	2900	SH	DFND	2900	0	0
TRACTOR SUPPLY CO	COM	892356106	210	2153	SH	DFND	2153	0	0
TRACTOR SUPPLY CO	COM	892356106	2082	21300	SH	DFND	21300	0	0
TRACTOR SUPPLY CO	COM	892356106	675	6900	SH	DFND	6900	0	0
TRANSCANADA CORP 	COM	89353D107	899	20000	SH	DFND	20000	0	0
TRANSDIGM GROUP INC 	COM	893641100	9715	21400	SH	DFND	21400	0	0
TRANSDIGM GROUP INC 	COM	893641100	6447	14200	SH	DFND	14200	0	0
TRANSOCEAN LTD 	REG SHS	H8817H100	657	75402	SH	DFND	75402	0	0
TRANSOCEAN LTD 	REG SHS	H8817H100	1993	228800	SH	DFND	228800	0	0
TRANSOCEAN LTD 	REG SHS	H8817H100	4139	475200	SH	DFND	475200	0	0
TRANSUNION	COM	89400J107	132	1970	SH	DFND	1970	0	0
TRANSUNION	COM	89400J107	2092	31300	SH	DFND	31300	0	0
TRAVELERS COMPANIES INC 	COM	89417E109	6639	48400	SH	DFND	48400	0	0
TRAVELERS COMPANIES INC 	COM	89417E109	2057	15000	SH	DFND	15000	0	0
TRAVELPORT WORLDWIDE LTD	SHS	G9019D104	270	17184	SH	DFND	17184	0	0
TREDEGAR CORP	COM	894650100	1901	117800	SH	DFND	117800	0	0
TREDEGAR CORP	COM	894650100	1704	105600	SH	DFND	105600	0	0
TREEHOUSE FOODS INC	COM	89469A104	2319	35923	SH	DFND	35923	0	0
TREEHOUSE FOODS INC	COM	89469A104	2020	31300	SH	DFND	31300	0	0
TREEHOUSE FOODS INC	COM	89469A104	3150	48800	SH	DFND	48800	0	0
TREX CO INC	COM	89531P105	1895	30800	SH	DFND	30800	0	0
TREX CO INC	COM	89531P105	5328	86600	SH	DFND	86600	0	0
TREX CO INC	COM	89531P105	5918	96200	SH	DFND	96200	0	0
TRIBUNE PUBG CO NEW	COM	89609W107	59	5005	SH	DFND	5005	0	0
TRIBUNE PUBG CO NEW	COM	89609W107	119	10100	SH	DFND	10100	0	0
TRICO BANCSHARES 	COM	896095106	244	6200	SH	DFND	6200	0	0
TRIMBLE INC 	COM	896239100	223	5516	SH	DFND	5516	0	0
TRINITY INDS INC 	COM	896522109	1015	46688	SH	DFND	46688	0	0
TRINITY INDS INC 	COM	896522109	172	7900	SH	DFND	7900	0	0
TRINITY INDS INC 	COM	896522109	3229	148600	SH	DFND	148600	0	0
TRINSEO S A 	SHS	L9340P101	665	14677	SH	DFND	14677	0	0
TRINSEO S A 	SHS	L9340P101	571	12600	SH	DFND	12600	0	0
TRINSEO S A 	SHS	L9340P101	1776	39200	SH	DFND	39200	0	0
TRIPADVISOR INC	COM	896945201	613	11913	SH	DFND	11913	0	0
TRIPADVISOR INC	COM	896945201	376	7300	SH	DFND	7300	0	0
TRIPADVISOR INC	COM	896945201	1394	27100	SH	DFND	27100	0	0
TRITON INTL LTD 	CL A	G9078F107	3140	100953	SH	DFND	100953	0	0
TRITON INTL LTD 	CL A	G9078F107	1331	42800	SH	DFND	42800	0	0
TRITON INTL LTD 	CL A	G9078F107	7492	240900	SH	DFND	240900	0	0
TRUECAR INC	COM	89785L107	948	142717	SH	DFND	142717	0	0
TRUECAR INC	COM	89785L107	398	60000	SH	DFND	60000	0	0
TRUECAR INC	COM	89785L107	1992	300000	SH	DFND	300000	0	0
TRUPANION INC 	COM	898202106	2498	76300	SH	DFND	76300	0	0
TTEC HLDGS INC 	COM	89854H102	562	15502	SH	DFND	15502	0	0
TTEC HLDGS INC 	COM	89854H102	192	5300	SH	DFND	5300	0	0
TTEC HLDGS INC 	COM	89854H102	36	1000	SH	DFND	1000	0	0
TTM TECHNOLOGIES INC 	COM	87305R109	524	44639	SH	DFND	44639	0	0
TUCOWS INC 	COM NEW	898697206	52	644	SH	DFND	644	0	0
TUCOWS INC 	COM NEW	898697206	1055	13000	SH	DFND	13000	0	0
TUCOWS INC 	COM NEW	898697206	1015	12500	SH	DFND	12500	0	0
TUNIU CORP	SPONSORED ADS A	89977P106	75	15713	SH	DFND	15713	0	0
TUNIU CORP	SPONSORED ADS A	89977P106	177	36900	SH	DFND	36900	0	0
TUPPERWARE BRANDS CORP 	COM	899896104	2617	102300	SH	DFND	102300	0	0
TUPPERWARE BRANDS CORP 	COM	899896104	9130	356900	SH	DFND	356900	0	0
TURNING PT BRANDS INC	COM	90041L105	1867	40507	SH	DFND	40507	0	0
TURNING PT BRANDS INC	COM	90041L105	705	15300	SH	DFND	15300	0	0
TURNING PT BRANDS INC	COM	90041L105	396	8600	SH	DFND	8600	0	0
TWILIO INC 	CL A	90138F102	34179	264588	SH	DFND	264588	0	0
TWILIO INC 	CL A	90138F102	12647	97900	SH	DFND	97900	0	0
TWILIO INC 	CL A	90138F102	51556	399100	SH	DFND	399100	0	0
TWITTER INC	COM	90184L102	9317	283377	SH	DFND	283377	0	0
TWITTER INC	COM	90184L102	7868	239300	SH	DFND	239300	0	0
TWITTER INC	COM	90184L102	51398	1563200	SH	DFND	1563200	0	0
TWO HBRS INVT CORP 	COM NEW	90187B408	60	4435	SH	DFND	4435	0	0
TWO HBRS INVT CORP 	COM NEW	90187B408	161	11900	SH	DFND	11900	0	0
TWO HBRS INVT CORP 	COM NEW	90187B408	1285	95000	SH	DFND	95000	0	0
TYLER TECHNOLOGIES INC 	COM	902252105	1126	5511	SH	DFND	5511	0	0
TYLER TECHNOLOGIES INC 	COM	902252105	7113	34800	SH	DFND	34800	0	0
TYSON FOODS INC 	CL A	902494103	5152	74203	SH	DFND	74203	0	0
TYSON FOODS INC 	CL A	902494103	7971	114800	SH	DFND	114800	0	0
U S CONCRETE INC 	COM NEW	90333L201	724	17482	SH	DFND	17482	0	0
U S CONCRETE INC 	COM NEW	90333L201	83	2000	SH	DFND	2000	0	0
U S SILICA HLDGS INC	COM	90346E103	193	11127	SH	DFND	11127	0	0
U S SILICA HLDGS INC	COM	90346E103	1745	100500	SH	DFND	100500	0	0
U S SILICA HLDGS INC	COM	90346E103	2215	127600	SH	DFND	127600	0	0
UBIQUITI NETWORKS INC 	COM	90347A100	5674	37900	SH	DFND	37900	0	0
UBS GROUP AG 	SHS	H42097107	2445	201900	SH	DFND	201900	0	0
UBS GROUP AG 	SHS	H42097107	1	100	SH	DFND	100	0	0
UDR INC 	COM	902653104	368	8100	SH	DFND	8100	0	0
UDR INC 	COM	902653104	1737	38200	SH	DFND	38200	0	0
UGI CORP NEW 	COM	902681105	180	3240	SH	DFND	3240	0	0
UGI CORP NEW 	COM	902681105	233	4200	SH	DFND	4200	0	0
ULTA BEAUTY INC	COM	90384S303	12101	34700	SH	DFND	34700	0	0
ULTA BEAUTY INC	COM	90384S303	7812	22400	SH	DFND	22400	0	0
ULTIMATE SOFTWARE GROUP INC 	COM	90385D107	528	1600	SH	DFND	1600	0	0
ULTIMATE SOFTWARE GROUP INC 	COM	90385D107	4952	15000	SH	DFND	15000	0	0
ULTRA CLEAN HLDGS INC 	COM	90385V107	7	695	SH	DFND	695	0	0
ULTRA CLEAN HLDGS INC 	COM	90385V107	109	10500	SH	DFND	10500	0	0
ULTRA CLEAN HLDGS INC 	COM	90385V107	45	4300	SH	DFND	4300	0	0
UNDER ARMOUR INC	CL A	904311107	2793	132100	SH	DFND	132100	0	0
UNDER ARMOUR INC	CL A	904311107	2547	120500	SH	DFND	120500	0	0
UNDER ARMOUR INC	CL C	904311206	1900	100666	SH	DFND	100666	0	0
UNDER ARMOUR INC	CL C	904311206	9	500	SH	DFND	500	0	0
UNDER ARMOUR INC	CL C	904311206	19	1000	SH	DFND	1000	0	0
UNILEVER N V	N Y SHS NEW	904784709	3719	63800	SH	DFND	63800	0	0
UNILEVER N V	N Y SHS NEW	904784709	12	200	SH	DFND	200	0	0
UNION PACIFIC CORP 	COM	907818108	49107	293700	SH	DFND	293700	0	0
UNION PACIFIC CORP 	COM	907818108	28558	170800	SH	DFND	170800	0	0
UNITED CMNTY BKS BLAIRSVLE G 	COM	90984P303	234	9400	SH	DFND	9400	0	0
UNITED CONTL HLDGS INC	COM	910047109	3901	48898	SH	DFND	48898	0	0
UNITED CONTL HLDGS INC	COM	910047109	2792	35000	SH	DFND	35000	0	0
UNITED CONTL HLDGS INC	COM	910047109	37337	468000	SH	DFND	468000	0	0
UNITED FIRE GROUP INC 	COM	910340108	106	2434	SH	DFND	2434	0	0
UNITED FIRE GROUP INC 	COM	910340108	44	1000	SH	DFND	1000	0	0
UNITED FIRE GROUP INC 	COM	910340108	879	20100	SH	DFND	20100	0	0
UNITED NAT FOODS INC	COM	911163103	1163	88000	SH	DFND	88000	0	0
UNITED NAT FOODS INC	COM	911163103	1921	145300	SH	DFND	145300	0	0
UNITED PARCEL SERVICE INC	CL B	911312106	5997	53673	SH	DFND	53673	0	0
UNITED PARCEL SERVICE INC	CL B	911312106	8213	73500	SH	DFND	73500	0	0
UNITED PARCEL SERVICE INC	CL B	911312106	3754	33600	SH	DFND	33600	0	0
UNITED RENTALS INC 	COM	911363109	1868	16347	SH	DFND	16347	0	0
UNITED RENTALS INC 	COM	911363109	8523	74600	SH	DFND	74600	0	0
UNITED RENTALS INC 	COM	911363109	17857	156300	SH	DFND	156300	0	0
UNITED STATES CELLULAR CORP 	COM	911684108	5335	116200	SH	DFND	116200	0	0
UNITED STATES CELLULAR CORP 	COM	911684108	712	15500	SH	DFND	15500	0	0
UNITED STATES STL CORP NEW 	COM	912909108	1508	77391	SH	DFND	77391	0	0
UNITED STATES STL CORP NEW 	COM	912909108	164	8400	SH	DFND	8400	0	0
UNITED STATES STL CORP NEW 	COM	912909108	5859	300600	SH	DFND	300600	0	0
UNITED TECHNOLOGIES CORP 	COM	913017109	1933	15000	SH	DFND	15000	0	0
UNITED TECHNOLOGIES CORP 	COM	913017109	1676	13000	SH	DFND	13000	0	0
UNITED THERAPEUTICS CORP DEL 	COM	91307C102	1179	10045	SH	DFND	10045	0	0
UNITED THERAPEUTICS CORP DEL 	COM	91307C102	10610	90400	SH	DFND	90400	0	0
UNITEDHEALTH GROUP INC 	COM	91324P102	28113	113700	SH	DFND	113700	0	0
UNITEDHEALTH GROUP INC 	COM	91324P102	11819	47800	SH	DFND	47800	0	0
UNITI GROUP INC 	COM	91325V108	184	16487	SH	DFND	16487	0	0
UNITI GROUP INC 	COM	91325V108	180	16100	SH	DFND	16100	0	0
UNITI GROUP INC 	COM	91325V108	280	25000	SH	DFND	25000	0	0
UNIVERSAL DISPLAY CORP	COM	91347P105	622	4070	SH	DFND	4070	0	0
UNIVERSAL DISPLAY CORP	COM	91347P105	12274	80300	SH	DFND	80300	0	0
UNIVERSAL DISPLAY CORP	COM	91347P105	26153	171100	SH	DFND	171100	0	0
UNIVERSAL ELECTRS INC 	COM	913483103	368	9900	SH	DFND	9900	0	0
UNIVERSAL FST PRODS INC 	COM	913543104	302	10112	SH	DFND	10112	0	0
UNIVERSAL FST PRODS INC 	COM	913543104	741	24800	SH	DFND	24800	0	0
UNIVERSAL HLTH SVCS INC 	CL B	913903100	2702	20200	SH	DFND	20200	0	0
UNIVERSAL HLTH SVCS INC 	CL B	913903100	829	6200	SH	DFND	6200	0	0
UNIVERSAL INS HLDGS INC 	COM	91359V107	161	5203	SH	DFND	5203	0	0
UNIVERSAL INS HLDGS INC 	COM	91359V107	512	16500	SH	DFND	16500	0	0
UPLAND SOFTWARE INC 	COM	91544A109	2495	58900	SH	DFND	58900	0	0
UPLAND SOFTWARE INC 	COM	91544A109	703	16600	SH	DFND	16600	0	0
US BANCORP DEL 	COM NEW	902973304	1746	36233	SH	DFND	36233	0	0
US BANCORP DEL 	COM NEW	902973304	14414	299100	SH	DFND	299100	0	0
US BANCORP DEL 	COM NEW	902973304	145	3000	SH	DFND	3000	0	0
US FOODS HLDG CORP	COM	912008109	441	12620	SH	DFND	12620	0	0
US XPRESS ENTERPRISES INC	COM CL A	90338N202	19	2860	SH	DFND	2860	0	0
US XPRESS ENTERPRISES INC	COM CL A	90338N202	86	13000	SH	DFND	13000	0	0
US XPRESS ENTERPRISES INC	COM CL A	90338N202	251	38000	SH	DFND	38000	0	0
USA COMPRESSION PARTNERS LP 	COMUNIT LTDPAR	90290N109	197	12649	SH	DFND	12649	0	0
USA COMPRESSION PARTNERS LP 	COMUNIT LTDPAR	90290N109	161	10300	SH	DFND	10300	0	0
USA TRUCK INC 	COM	902925106	34	2327	SH	DFND	2327	0	0
USA TRUCK INC 	COM	902925106	168	11600	SH	DFND	11600	0	0
USANA HEALTH SCIENCES INC 	COM	90328M107	403	4800	SH	DFND	4800	0	0
USANA HEALTH SCIENCES INC 	COM	90328M107	201	2400	SH	DFND	2400	0	0
V F CORP	COM	918204108	1652	19003	SH	DFND	19003	0	0
V F CORP	COM	918204108	7135	82100	SH	DFND	82100	0	0
V F CORP	COM	918204108	1738	20000	SH	DFND	20000	0	0
VAALCO ENERGY INC 	COM NEW	91851C201	34	15200	SH	DFND	15200	0	0
VAIL RESORTS INC	COM	91879Q109	1219	5610	SH	DFND	5610	0	0
VAIL RESORTS INC	COM	91879Q109	674	3100	SH	DFND	3100	0	0
VALE S A	SPONSORED ADS	91912E105	8770	671500	SH	DFND	671500	0	0
VALE S A	SPONSORED ADS	91912E105	14977	1146800	SH	DFND	1146800	0	0
VALERO ENERGY CORP NEW 	COM	91913Y100	8093	95400	SH	DFND	95400	0	0
VALERO ENERGY CORP NEW 	COM	91913Y100	33847	399000	SH	DFND	399000	0	0
VALLEY NATL BANCORP	COM	919794107	37	3863	SH	DFND	3863	0	0
VALLEY NATL BANCORP	COM	919794107	136	14200	SH	DFND	14200	0	0
VALMONT INDS INC	COM	920253101	225	1730	SH	DFND	1730	0	0
VALVOLINE INC	COM	92047W101	455	24493	SH	DFND	24493	0	0
VALVOLINE INC	COM	92047W101	349	18800	SH	DFND	18800	0	0
VALVOLINE INC	COM	92047W101	746	40200	SH	DFND	40200	0	0
VANECK VECTORS ETF TR 	GOLD MINERS ETF	92189F106	22	1000	SH	DFND	1000	0	0
VANECK VECTORS ETF TR 	GOLD MINERS ETF	92189F106	5385	240200	SH	DFND	240200	0	0
VANECK VECTORS ETF TR 	SEMICONDUCTOR ET	92189F676	4336	40777	SH	DFND	40777	0	0
VANECK VECTORS ETF TR 	SEMICONDUCTOR ET	92189F676	27561	259200	SH	DFND	259200	0	0
VANECK VECTORS ETF TR 	SEMICONDUCTOR ET	92189F676	32218	303000	SH	DFND	303000	0	0
VANECK VECTORS ETF TR 	OIL SVCS ETF	92189F718	2436	141361	SH	DFND	141361	0	0
VANECK VECTORS ETF TR 	JR GOLD MINERS E	92189F791	3438	108360	SH	DFND	108360	0	0
VANECK VECTORS ETF TR 	JR GOLD MINERS E	92189F791	10112	318700	SH	DFND	318700	0	0
VAREX IMAGING CORP 	COM	92214X106	576	17000	SH	DFND	17000	0	0
VARIAN MED SYS INC 	COM	92220P105	4896	34545	SH	DFND	34545	0	0
VARIAN MED SYS INC 	COM	92220P105	9212	65000	SH	DFND	65000	0	0
VARONIS SYS INC 	COM	922280102	557	9342	SH	DFND	9342	0	0
VARONIS SYS INC 	COM	922280102	805	13500	SH	DFND	13500	0	0
VARONIS SYS INC 	COM	922280102	370	6200	SH	DFND	6200	0	0
VEDANTA LTD	SPONSORED ADR	92242Y100	83	7900	SH	DFND	7900	0	0
VEDANTA LTD	SPONSORED ADR	92242Y100	70	6600	SH	DFND	6600	0	0
VEEVA SYS INC 	CL A COM	922475108	26171	206300	SH	DFND	206300	0	0
VEEVA SYS INC 	CL A COM	922475108	13396	105600	SH	DFND	105600	0	0
VENTAS INC 	COM	92276F100	10771	168800	SH	DFND	168800	0	0
VENTAS INC 	COM	92276F100	1225	19200	SH	DFND	19200	0	0
VEONEER INCORPORATED	COM	92336X109	385	16829	SH	DFND	16829	0	0
VEONEER INCORPORATED	COM	92336X109	803	35100	SH	DFND	35100	0	0
VERA BRADLEY INC	COM	92335C106	630	47544	SH	DFND	47544	0	0
VERA BRADLEY INC	COM	92335C106	335	25300	SH	DFND	25300	0	0
VERA BRADLEY INC	COM	92335C106	1	100	SH	DFND	100	0	0
VEREIT INC 	COM	92339V100	45	5360	SH	DFND	5360	0	0
VEREIT INC 	COM	92339V100	386	46100	SH	DFND	46100	0	0
VEREIT INC 	COM	92339V100	914	109200	SH	DFND	109200	0	0
VERINT SYS INC 	COM	92343X100	3753	62700	SH	DFND	62700	0	0
VERISIGN INC 	COM	92343E102	908	5000	SH	DFND	5000	0	0
VERISIGN INC 	COM	92343E102	381	2100	SH	DFND	2100	0	0
VERISK ANALYTICS INC 	COM	92345Y106	4262	32044	SH	DFND	32044	0	0
VERISK ANALYTICS INC 	COM	92345Y106	386	2900	SH	DFND	2900	0	0
VERITIV CORP	COM	923454102	171	6500	SH	DFND	6500	0	0
VERITIV CORP	COM	923454102	261	9900	SH	DFND	9900	0	0
VERIZON COMMUNICATIONS INC 	COM	92343V104	15250	257900	SH	DFND	257900	0	0
VERIZON COMMUNICATIONS INC 	COM	92343V104	10655	180200	SH	DFND	180200	0	0
VERSUM MATLS INC	COM	92532W103	121	2400	SH	DFND	2400	0	0
VERSUM MATLS INC	COM	92532W103	1419	28200	SH	DFND	28200	0	0
VERTEX PHARMACEUTICALS INC 	COM	92532F100	2149	11681	SH	DFND	11681	0	0
VERTEX PHARMACEUTICALS INC 	COM	92532F100	12380	67300	SH	DFND	67300	0	0
VERTEX PHARMACEUTICALS INC 	COM	92532F100	15765	85700	SH	DFND	85700	0	0
VIACOM INC NEW 	CL B	92553P201	5277	188000	SH	DFND	188000	0	0
VIACOM INC NEW 	CL B	92553P201	10998	391800	SH	DFND	391800	0	0
VIASAT INC 	COM	92552V100	4847	62537	SH	DFND	62537	0	0
VIASAT INC 	COM	92552V100	1550	20000	SH	DFND	20000	0	0
VIAVI SOLUTIONS INC 	COM	925550105	1646	132920	SH	DFND	132920	0	0
VIAVI SOLUTIONS INC 	COM	925550105	361	29200	SH	DFND	29200	0	0
VICI PPTYS INC 	COM	925652109	832	38044	SH	DFND	38044	0	0
VICOR CORP 	COM	925815102	585	18859	SH	DFND	18859	0	0
VICOR CORP 	COM	925815102	220	7100	SH	DFND	7100	0	0
VICOR CORP 	COM	925815102	7919	255300	SH	DFND	255300	0	0
VIEWRAY INC 	COM	92672L107	468	63300	SH	DFND	63300	0	0
VIEWRAY INC 	COM	92672L107	103	14000	SH	DFND	14000	0	0
VIPSHOP HLDGS LTD	SPONSORED ADS A	92763W103	164	20445	SH	DFND	20445	0	0
VIPSHOP HLDGS LTD	SPONSORED ADS A	92763W103	843	105000	SH	DFND	105000	0	0
VIPSHOP HLDGS LTD	SPONSORED ADS A	92763W103	803	100000	SH	DFND	100000	0	0
VISA INC 	COM CL A	92826C839	82265	526700	SH	DFND	526700	0	0
VISA INC 	COM CL A	92826C839	12417	79500	SH	DFND	79500	0	0
VISHAY INTERTECHNOLOGY INC	COM	928298108	1269	68680	SH	DFND	68680	0	0
VISTEON CORP 	COM NEW	92839U206	1078	16000	SH	DFND	16000	0	0
VISTEON CORP 	COM NEW	92839U206	775	11500	SH	DFND	11500	0	0
VISTRA ENERGY CORP 	COM	92840M102	5581	214400	SH	DFND	214400	0	0
VISTRA ENERGY CORP 	COM	92840M102	362	13900	SH	DFND	13900	0	0
VITAMIN SHOPPE INC	COM	92849E101	1417	201213	SH	DFND	201213	0	0
VITAMIN SHOPPE INC	COM	92849E101	5	700	SH	DFND	700	0	0
VITAMIN SHOPPE INC	COM	92849E101	3095	439700	SH	DFND	439700	0	0
VMWARE INC 	CL A COM	928563402	4195	23241	SH	DFND	23241	0	0
VMWARE INC 	CL A COM	928563402	18593	103000	SH	DFND	103000	0	0
VOCERA COMMUNICATIONS INC 	COM	92857F107	292	9234	SH	DFND	9234	0	0
VOCERA COMMUNICATIONS INC 	COM	92857F107	2372	75000	SH	DFND	75000	0	0
VODAFONE GROUP PLC NEW 	SPONSORED ADR	92857W308	274	15057	SH	DFND	15057	0	0
VODAFONE GROUP PLC NEW 	SPONSORED ADR	92857W308	774	42600	SH	DFND	42600	0	0
VODAFONE GROUP PLC NEW 	SPONSORED ADR	92857W308	287	15800	SH	DFND	15800	0	0
VOLT INFORMATION SCIENCES IN 	COM	928703107	1658	352750	SH	DFND	352750	0	0
VORNADO RLTY TR 	SH BEN INT	929042109	2721	40347	SH	DFND	40347	0	0
VORNADO RLTY TR 	SH BEN INT	929042109	1308	19400	SH	DFND	19400	0	0
VORNADO RLTY TR 	SH BEN INT	929042109	5058	75000	SH	DFND	75000	0	0
VOYA FINL INC 	COM	929089100	1144	22900	SH	DFND	22900	0	0
VULCAN MATLS CO	COM	929160109	1280	10815	SH	DFND	10815	0	0
VULCAN MATLS CO	COM	929160109	59	500	SH	DFND	500	0	0
W & T OFFSHORE INC 	COM	92922P106	1320	191300	SH	DFND	191300	0	0
W P CAREY INC 	COM	92936U109	2726	34800	SH	DFND	34800	0	0
W P CAREY INC 	COM	92936U109	666	8500	SH	DFND	8500	0	0
WABTEC CORP 	COM	929740108	205	2781	SH	DFND	2781	0	0
WABTEC CORP 	COM	929740108	1850	25100	SH	DFND	25100	0	0
WABTEC CORP 	COM	929740108	7851	106500	SH	DFND	106500	0	0
WALGREENS BOOTS ALLIANCE INC 	COM	931427108	19477	307841	SH	DFND	307841	0	0
WALGREENS BOOTS ALLIANCE INC 	COM	931427108	6	100	SH	DFND	100	0	0
WALGREENS BOOTS ALLIANCE INC 	COM	931427108	19709	311500	SH	DFND	311500	0	0
WALMART INC 	COM	931142103	11645	119400	SH	DFND	119400	0	0
WALMART INC 	COM	931142103	5998	61500	SH	DFND	61500	0	0
WASHINGTON PRIME GROUP NEW 	COM	93964W108	3	600	SH	DFND	600	0	0
WASHINGTON PRIME GROUP NEW 	COM	93964W108	141	25000	SH	DFND	25000	0	0
WASHINGTON REAL ESTATE INVT 	SH BEN INT	939653101	55	1923	SH	DFND	1923	0	0
WASHINGTON REAL ESTATE INVT 	SH BEN INT	939653101	28	1000	SH	DFND	1000	0	0
WASHINGTON REAL ESTATE INVT 	SH BEN INT	939653101	284	10000	SH	DFND	10000	0	0
WASTE CONNECTIONS INC 	COM	94106B101	6210	70100	SH	DFND	70100	0	0
WASTE CONNECTIONS INC 	COM	94106B101	399	4500	SH	DFND	4500	0	0
WASTE MGMT INC DEL 	COM	94106L109	17467	168100	SH	DFND	168100	0	0
WASTE MGMT INC DEL 	COM	94106L109	13197	127000	SH	DFND	127000	0	0
WATERS CORP 	COM	941848103	3776	15000	SH	DFND	15000	0	0
WATERS CORP 	COM	941848103	2291	9100	SH	DFND	9100	0	0
WAYFAIR INC 	CL A	94419L101	12135	81744	SH	DFND	81744	0	0
WAYFAIR INC 	CL A	94419L101	21941	147800	SH	DFND	147800	0	0
WAYFAIR INC 	CL A	94419L101	12514	84300	SH	DFND	84300	0	0
WD-40 CO	COM	929236107	415	2447	SH	DFND	2447	0	0
WEC ENERGY GROUP INC 	COM	92939U106	2436	30800	SH	DFND	30800	0	0
WEC ENERGY GROUP INC 	COM	92939U106	807	10200	SH	DFND	10200	0	0
