nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
XILINX INC	COM	983919101	27105	213779	SH	SOLE	213779	0	0
XPO LOGISTICS INC	COM	983793100	601	11190	SH	SOLE	11190	0	0
XYLEM INC	COM	98419M100	1714	21690	SH	SOLE	21690	0	0
YELP INC	CL A	985817105	531	15404	SH	SOLE	15404	0	0
YEXT INC	COM	98585N106	202	9260	SH	SOLE	9260	0	0
YUM BRANDS INC	COM	988498101	4294	43020	SH	SOLE	43020	0	0
ZAFGEN INC	COM	98885E103	43	15841	SH	SOLE	15841	0	0
ZAI LAB LTD	ADR	98887Q104	208	7060	SH	SOLE	7060	0	0
ZAYO GROUP HLDGS INC	COM	98919V105	277	9759	SH	SOLE	9759	0	0
ZEBRA TECHNOLOGIES CORP	CL A	989207105	987	4711	SH	SOLE	4711	0	0
ZENDESK INC	COM	98936J101	418	4916	SH	SOLE	4916	0	0
ZIMMER BIOMET HLDGS INC	COM	98956P102	4084	31980	SH	SOLE	31980	0	0
ZIONS BANCORPORATION N A	COM	989701107	2127	46836	SH	SOLE	46836	0	0
ZIOPHARM ONCOLOGY INC	COM	98973P101	55	14307	SH	SOLE	14307	0	0
ZOETIS INC	CL A	98978V103	11194	111191	SH	SOLE	111191	0	0
ZOGENIX INC	COM NEW	98978L204	1040	18905	SH	SOLE	18905	0	0
ZSCALER INC	COM	98980G102	516	7280	SH	SOLE	7280	0	0
